strain	previous_names	isotype
QG2876	NA	QG2875
QG2877	NA	QG2877
QG2878	NA	QG2877
QG2927	NA	QG2932
QG2928	NA	QG2932
QG2931	NA	QG2932
QG2932	NA	QG2932
QG4003	S-5162.1	QG4003
QG4004	S-5177.1	QG4004
QG4005	S-5177.2	QG4006
QG4006	S-5177.3	QG4006
QG4007	S-5177.4	QG4006
QG4008	S-5177.5	QG4008
QG4009	S-5177.6	QG4008
QG4010	S-5185.2	QG4010
QG4014	S-5185.6	QG4010
QG4019	S-5186.5	QG4010
QG4182	S-5492.2	QG4010
QG4184	S-5492.4	QG4010
QG4185	S-5492.5	QG4010
QG4186	S-5492.6	QG4010
QG4011	S-5185.3	QG4012
QG4012	S-5185.4	QG4012
QG4177	S-5462.1	QG4012
QG4015	S-5186.1	QG4015
QG4016	S-5186.2	QG4015
QG4134	S-5441.1	QG4015
QG4158	S-5451.1	QG4015
QG4159	S-5451.2	QG4015
QG4160	S-5451.3	QG4015
QG4161	S-5451.4	QG4015
QG4017	S-5186.3	QG4017
QG4018	S-5186.4	QG4018
QG4021	S-5187.2	QG4021
QG4076	S-5363.1	QG4080
QG4077	S-5363.2	QG4080
QG4078	S-5363.3	QG4080
QG4079	S-5363.5	QG4080
QG4080	S-5363.6	QG4080
QG4103	S-5421.2	QG4103
QG4135	S-5441.2	QG4135
QG4162	S-5451.5	QG4135
QG4163	S-5451.6	QG4135
QG4137	S-5442.2	QG4138
QG4138	S-5442.3	QG4138
QG4139	S-5442.4	QG4138
QG4147	5446.2	QG4147
QG4151	S-5447.3	QG4151
QG4193	S-5498.1	QG4193
QG4194	S-5498.2	QG4193
QG4166	S-5456.2	QG4226
QG4226	S-5456.1a	QG4226
QG4228	S-5468.1a	QG4228
QG536	QG536#2	QG536
QG537	QG537#2	QG536
QG538	QG538#2	QG536
QG556	NA	QG556
QG558	QG558#2	QG556
QG557	NA	QG557
QW947	NA	QW947
QX1211	NA	QX1211
QX1215	NA	QX1211
QX1216	NA	QX1211
QX1212	NA	QX1212
QX1213	NA	QX1212
QX1214	NA	QX1212
QX1218	NA	QX1233
QX1233	NA	QX1233
QX1791	NA	QX1791
QX1792	NA	QX1792
QX1793	NA	QX1793
QX1794	NA	QX1794
MY2022	NA	RC301
MY2024	NA	RC301
MY2078	NA	RC301
MY2291	NA	RC301
MY2630	NA	RC301
MY2636	NA	RC301
MY2640	NA	RC301
MY2681	NA	RC301
MY2684	NA	RC301
MY2691	NA	RC301
MY684	NA	RC301
MY882	NA	RC301
RC301	NA	RC301
TWN2530	NA	TWN2530
TWN2542	NA	TWN2542
TWN2794	NA	TWN2542
TWN2803	NA	TWN2542
VJV2	NA	VJV2
WN2001	NA	WN2001
WN2010	NA	WN2001
WN2011	NA	WN2001
WN2013	NA	WN2001
WN2014	NA	WN2001
WN2016	NA	WN2001
WN2017	NA	WN2001
WN2018	NA	WN2001
WN2019	NA	WN2001
WN2020	NA	WN2001
WN2021	NA	WN2001
WN2003	NA	WN2002
WN2002	NA	WN2002
WN2033	NA	WN2033
WN2035	NA	WN2033
WN2039	NA	WN2033
JU4209	S418.2	WN2050
WN2050	NA	WN2050
WN2056	NA	WN2050
WN2061	MGS6-1-1	WN2050
WN2062	MGS6-5-1	WN2050
WN2067	NA	WN2050
WN2092	DV6-2	WN2050
WN2093	MGS8-2	WN2050
WN2097	MGS3-1	WN2050
WN2098	MGS3-2	WN2050
WN2099	MGS4-1	WN2050
WN2100	MGS4-4	WN2050
WN2102	RV4#5	WN2050
WN2122	LL2-1	WN2050
WN2154	LvS80-3	WN2050
WN2177	MGS6-1	WN2050
WN2182	JDS1-2	WN2050
WN2188	MvW1-10	WN2050
WN2222	SMP3.1	WN2050
WN2223	SMP3.3	WN2050
WN2232	LvS5.1	WN2050
WN2233	LvS5.3	WN2050
WN2234	LvS7.3	WN2050
WN2235	LvS8.2	WN2050
WN2236	LvS9.3	WN2050
WN2240	LvS10-2	WN2050
WN2063	MLG11-1-1	WN2063
WN2064	MHvW3-2-1	WN2064
WN2024	LvS60-1	WN2066
WN2025	LvS60-2	WN2066
WN2026	LvS62-1	WN2066
WN2059	MGS4-1-1	WN2066
WN2060	MGS4-8-1	WN2066
WN2065	Yuqing5-2-1	WN2066
WN2066	Yuqing5-1-1	WN2066
WN2070	NA	WN2066
WN2073	NA	WN2066
WN2074	NA	WN2066
WN2075	NA	WN2066
WN2078	JR1-4	WN2066
WN2079	JR2-11	WN2066
WN2081	LvS6-3	WN2066
WN2088	JR2-12	WN2066
WN2089	JR3-5	WN2066
WN2090	LvS6-4	WN2066
WN2095	JR6-1-2	WN2066
WN2119	JR20-5-4	WN2066
WN2120	JR20-5-7	WN2066
WN2121	BM5-1b	WN2066
WN2127	SMK-5.1	WN2066
WN2128	SMK-5.2	WN2066
WN2129	SMK-6.1	WN2066
WN2148	LvS61-1	WN2066
WN2149	LvS61-2	WN2066
WN2156	LvS95-1	WN2066
WN2157	LvS96-1	WN2066
WN2158	LvS93-1	WN2066
WN2159	LvS98-1	WN2066
WN2160	LvS98-2	WN2066
WN2161	LvS99-1	WN2066
WN2162	LvS99-2	WN2066
WN2163	LvS152-1	WN2066
WN2167	LvS204-1	WN2066
WN2168	LvS204-2	WN2066
WN2169	BM4-1;	WN2066
WN2170	BM5-1a;	WN2066
WN2171	JR22-7	WN2066
WN2172	JR22-8	WN2066
WN2180	MGS16A-10	WN2066
WN2181	MGS16A-11	WN2066
WN2189	SG6-2	WN2066
WN2190	SG6-4	WN2066
WN2192	GR4-3	WN2066
WN2193	AvH1	WN2066
WN2194	LvE5-1	WN2066
WN2195	LvE5-2	WN2066
WN2196	LvE6-1	WN2066
WN2197	LvE6-2	WN2066
WN2198	eLW6-2	WN2066
WN2199	eLW7-1	WN2066
WN2201	eSG1-2	WN2066
WN2202	eSG1-3	WN2066
WN2205	eSG9-1	WN2066
WN2206	eSG9-2	WN2066
WN2207	eSG10-2	WN2066
WN2208	eSG11-2	WN2066
WN2209	eSG11-3	WN2066
WN2210	eSG13-1	WN2066
WN2211	eSG13-2	WN2066
WN2212	eSG14-2	WN2066
WN2213	eSMJ2-1	WN2066
WN2219	ePDC5-2	WN2066
WN2220	ePDC7-1	WN2066
WN2221	ePDC11-2	WN2066
WN2224	SMP24.1	WN2066
WN2225	SMP24.2	WN2066
WN2226	SMP25.1	WN2066
WN2228	SMP	WN2066
WN2229	SMP29.2	WN2066
WN2231	SMP34.3	WN2066
WN2068	NA	WN2068
WN2071	NA	WN2068
WN2080	JR3-4	WN2068
WN2096	LvS4-5	WN2068
WN2183	MvW5-1	WN2068
WN2184	MvW5-2	WN2068
WN2069	NA	WN2069
WN2082	LvS7-4	WN2082
WN2091	LvS7-5	WN2082
WN2101	RV4#1	WN2082
ECA3690	WN2111	WN2086
WN2022	LvS21-1	WN2086
WN2023	LvS55-2	WN2086
WN2027	LvS84-1	WN2086
WN2077	MGS1-3	WN2086
WN2086	MGS1-15	WN2086
WN2103	JZS4-3	WN2086
WN2104	JZS4-4	WN2086
WN2110	NNS4-1	WN2086
WN2114	KP3-1	WN2086
WN2118	AT3-3	WN2086
WN2124	MGS3-1	WN2086
WN2125	MGS3-2	WN2086
WN2126	MvB3-1	WN2086
WN2131	SB	WN2086
WN2142	LvS50-1	WN2086
WN2143	LvS50-2	WN2086
WN2144	LvS53-1	WN2086
WN2145	LvS53-2	WN2086
WN2146	LvS54-2	WN2086
WN2147	LvS55-1	WN2086
WN2155	LvS83-1	WN2086
WN2178	MGS6-2	WN2086
WN2186	MB1-1	WN2086
WN2187	MB1-10	WN2086
WN2239	MGS34.2	WN2086
WN2106	JB2-1	WN2107
WN2107	JB2-6	WN2107
WN2109	NNS3-1	WN2109
ECA3691	WN2114	WN2117
WN2105	BR2-2	WN2117
WN2111	NNS4-2	WN2117
WN2112	KP1-1	WN2117
WN2113	KP1-2	WN2117
WN2115	KP3-2	WN2117
WN2116	FQS1-2	WN2117
WN2117	FQS1-4	WN2117
WN2138	LvS37-1	WN2117
WN2150	LvS70-2	WN2117
WN2130	BZ3-21	WN2130
WN2132	DR3-2	WN2130
WN2134	LvS2-1	WN2136
WN2136	LvS36-1	WN2136
WN2137	LvS36-2	WN2136
WN2139	LvS45-1	WN2136
WN2166	LvS190-1	WN2136
WN2151	LvS73-1	WN2151
WN2140	LvS46-1	WN2164
WN2141	LvS46-2	WN2164
WN2152	LvS75-1	WN2164
WN2153	LvS79-1	WN2164
WN2164	LvS173-2	WN2164
WN2165	LvS178-2	WN2164
WN2174	LvS7-2	WN2164
WN2175	LvS8-1	WN2164
WN2176	LvS8-2	WN2164
WN2200	eLW7-2	WN2200
WN2203	eSG3-1	WN2204
WN2204	eSG3-3	WN2204
WN2215	eSMJ3-2	WN2204
WN2216	eSMJ3-3	WN2204
WN2217	ePDC1-1	WN2217
WN2218	ePDC1-2	WN2217
WN2230	SMP61.1	WN2238
WN2237	MIM2.3	WN2238
WN2238	SMP61.2	WN2238
XZ1513	NA	XZ1513
XZ2212	NA	XZ1513
XZ1514	NA	XZ1514
XZ1515	NA	XZ1515
XZ1516	NA	XZ1516
XZ1672	NA	XZ1672
XZ1734	NA	XZ1734
XZ1735	NA	XZ1735
XZ1756	NA	XZ1756
XZ2018	NA	XZ2018
XZ2019	NA	XZ2019
XZ2020	NA	XZ2020
XZ2211	NA	XZ2211
XZ2213	NA	XZ2211
		
